"en","zh"
"Between the fierce sun and his anger at being kept waiting, the Knight of the Fish had grown so hot that he lifted his visor, and when the old woman saw how handsome he was, she began fumbling with the lock of the gate.","骄阳似火，加上恼于一直这么等着，鱼骑士觉得很热，于是揭去了面甲。老妇人看他如此英俊，便笨拙地开起门上的锁来。"
"‘Come in, come in,’ said she, ‘so fine a gentleman will do us no harm.’","“请进，请进，”老妇人说道，“这么好的绅士应该不会给我们带来伤害。”"
"‘Harm!’ repeated the echoes, but again the young man paid no heed.","“伤害！”回声重复道，这一次年轻人又没注意。"
"‘Let us go in, ancient dame,’ but she interrupted him.","“我们一起进去吧，老夫人。”但是老妇人打断了他的话。"
"‘You must call me the Lady Berberisca,’ she answered, sharply; ‘and this is my castle, to which I bid you welcome.","“你必须称呼我为柏柏尔利斯卡夫人，”老妇人严厉地回答道，“这是我的城堡，欢迎你进来。"
"You shall live here with me and be my husband.’","你要和我住在一起，做我的丈夫。”"
"But at these words the knight let his spear fall, so surprised was he.","听到这些话，骑士惊讶得将矛掉落在地。"
"‘I marry YOU? why you must be a hundred at least!’ cried he.","“跟你成亲？你最少也该有一百岁了！”他大声说道，"
"‘You are mad!","“你疯了！"
"All I desire is to inspect the castle and then go.’","我只不过想看看这座城堡，然后就离开。”"
"As he spoke he heard the voices give a mocking laugh; but the old woman took no notice, and only bade the knight follow her.","骑士说着，听到有声音发出一阵嘲笑，但是老妇人置之不理，只是命令骑士跟着自己。"
"Old though she was, it seemed impossible to tire her.","老妇人虽已是老态龙钟，却似乎不知疲倦。"
"There was no room, however small, she did not lead him into, and each room was full of curious things he had never seen before.","她带骑士进入每一个房间，哪怕很小的房间也不落下。每间房里都满是些他从未见过的稀奇古怪的东西。"
"At length they came to a stone staircase, which was so dark that you could not see your hand if you held it up before your face.","最后，他们来到一架石楼梯处，那里伸手不见五指。"
"‘I have kept my most precious treasure till the last,’ said the old woman; ‘but let me go first, for the stairs are steep, and you might easily break your leg.’","“我把最珍贵的财富都放在这底下了，”老妇人说道，“不过让我走在前边吧，楼梯太陡，一不小心就会摔断你的腿的。”"
" So on she went, now and then calling back to the young man in the darkness.","于是，在这黑暗之中，老妇人走在了前面，并时不时地回过头来叫年轻人跟上。"
"But he did not know that she had slipped aside into a recess, till suddenly he put his foot on a trap door which gave way under him, and he fell down, down, as many good knights had done before him, and his voice joined the echoes of theirs.","年轻人并不知道老妇人已经闪到了一个凹陷处，直到突然一下踩进了一个陷阱，那是一个通道，下面是空的，年轻人像先前很多骑士一样一直往下掉啊掉啊，他的声音也加入到那些骑士的回声之中。"
"‘So you would not marry me!’ chuckled the old witch.","“这样你就不用跟我成亲了！”老巫婆咯咯笑起来,"
"‘Ha! ha!","“哈！哈！"
"Ha! ha!’","哈！哈！”"
"Meanwhile his brother had wandered far and wide, and at last he wandered back to the same great city where the other young knight had met with so many adventures.","与此同时，另一个鱼骑士已经走遍了各地。最后，他也来到这座他的兄弟曾经历过诸多奇遇的城市。"
"He noticed, with amazement, that as he walked through the streets the guards drew themselves up in line, and saluted him, and the drummers played the royal march; but he was still more bewildered when several servants in livery ran up to him and told him that the princess was sure something terrible had befallen him, and had made herself ill with weeping.","他惊愕地注意到，当他从街道上走过的时候，卫兵们就会列成队朝他致敬，鼓手们也演奏起皇家进行曲。但是让他更加疑惑的是，几个身着制服的仆人跑上前来，告诉他说公主以为他出了事都哭出病来了。"
"At last it occurred to him that once more he had been taken for his brother.","最后他突然明白，自己又一次被错认为了自己的兄弟。"
"‘I had better say nothing,’ thought he; ‘perhaps I shall be able to help him after all.’","“我最好什么也不说，”他想，“说不定我还能帮上他。”"
"So he suffered himself to be borne in triumph to the palace, where the princess threw herself into his arms.","于是他假装凯旋，回到宫殿，公主一下子扑进他怀里。"
"‘And so you did go to the castle?’ she asked.","“所以你是去了那座城堡？”公主问道。"
"‘Yes, of course I did,’ answered he.","“是的，我当然去了。”他回答道。"
"‘And what did you see there?’","“那你在那儿看到了什么？”"
"‘I am forbidden to tell you anything about it, until I have returned there once more,’ replied he.","“再一次返回城堡之前，我不能告诉你任何事。”他回答道。"
"‘Must you really go back to that dreadful place?’ she asked wistfully.","“你真的一定要再回到那个可怕的地方去吗？”公主忧郁地问道，"
"‘You are the only man who has ever come back from it.’","“你是唯一一个从那里回来的人。”"
"‘I must,’ was all he answered.","“我必须去。”他这样答道。"
"And the princess, who was a wise woman, only said: ‘Well, go to bed now, for I am sure you must be very tired.’","公主是个通情达理的女人，她只是说道：“好吧，现在去睡吧，我知道你一定很累了。”"
"But the knight shook his head.","但是骑士摇了摇头。"
"‘I have sworn never to lie in a bed as long as my work in the castle remains standing.’","“我发过誓，只要那座城堡的事还没解决，我就不睡觉。”"
"And the princess again sighed, and was silent.","公主又叹了一口气，没有说话。"
"Early next day the young man started for the castle, feeling sure that some terrible thing must have happened to his brother.","第二天一大早，这个年轻人就出发去城堡了，他觉得一定有什么可怕的事发生在了他兄弟身上。"
"At the blast of his horn the long nose of the old woman appeared at the grating, but the moment she caught sight of his face, she nearly fainted from fright, as she thought it was the ghost of the youth whose bones were lying in the dungeon of the castle.","号角响起，老妇人的长鼻子又出现小格子那里。老妇人看到他的脸，以为是尸骨还躺在城堡地牢里的那个年轻人的鬼魂回来了，吓得差点儿昏倒过去。"
"‘Lady of all the ages,’ cried the new comer, ‘did you not give hospitality to a young knight but a short time ago?’","“老太婆，”这个新来者大声喊道，“你是不是接待过一位骑士，就在不久前？”"
"‘A short time ago!’ wailed the voices.","“不久前！”那些声音哀号道。"
"‘And how have you ill-treated him?’ he went on.","“你是怎样虐待了他？”他继续问道。"
"‘Ill-treated him!’ answered the voices.","“虐待了他！”那些声音回答道。"
"The woman did not stop to hear more; she turned to fly; but the knight’s sword entered her body.","老妇人无暇多听，转身逃跑，但是骑士的剑插进了她的身体。"
"‘Where is my brother, cruel hag?’ asked he sternly.","“我的兄弟在哪儿，残忍的老妖婆？”他厉声问道。"
"‘I will tell you,’ said she; ‘but as I feel that I am going to die I shall keep that piece of news to myself, till you have brought me to life again.’","“我会告诉你的，”老妇人说道，“但是我觉得我就要死了，所以在你把我救活之前，我要守住那个秘密。”"
"The young man laughed scornfully.","年轻人轻蔑地笑了笑。"
"‘How do you propose that I should work that miracle?’","“你觉得我有能力创造那种奇迹吗？”"
"‘Oh, it is quite easy.","“哦，这很简单。"
"Go into the garden and gather the flowers of the everlasting plant and some of dragon’s blood.","去花园里摘些永生之木的花，取一些龙血。"
"Crush them together and boil them in a large tub of water, and then put me into it.’","把他们一起捣碎，放进一大桶水里煮沸，然后把我放进水里。”"
"The knight did as the old witch bade him, and, sure enough, she came out quite whole, but uglier than ever.","骑士照着老巫婆吩咐的做了，当然，老巫婆从水里出来之后完全好了，只不过比以前更丑了。"
"She then told the young man what had become of his brother, and he went down into the dungeon, and brought up his body and the bodies of the other victims who lay there, and when they were all washed in the magic water their strength was restored to them.","随后老巫婆告诉了年轻人他兄弟的事。年轻人来到地牢，将兄弟及其他骑士的尸骨带上来，在魔法药水里洗过之后，恢复了他们的体力。"
"And, besides these, he found in another cavern the bodies of the girls who had been sacrificed to the dragon, and brought them back to life also.","此外，他又在另一处洞穴里发现了献给恶龙的那些女孩的尸体，于是把她们也救活了。"
"As to the old witch, in the end she died of rage at seeing her prey escape her; and at the moment she drew her last breath the castle of Albatroz fell into ruins with a great noise.","至于那个老巫婆，她看到自己的猎物纷纷逃走，最后活活气死了。就在她咽下最后一口气那一刹那，信天翁城堡也伴着一声巨响坍塌下来，化为了一片废墟。"

