"en","zh"
"How long it was since she had set out in the morning she could not tell—it seemed years to her, of course; but the sun was still high in the heavens when she heard the sound of wheels, and then, with a great effort, for her throat was parched with fright and pain, she gave a shout.","她不知道离自己早晨出发时已过去了多长时间——当然，这对她而言像是过了几年。她听见车轮声时，太阳仍然当空照耀。由于惊吓与疼痛，公主的咽喉已经干哑，她费了很大的劲才发出一声呼喊。"
"‘I am coming!’ was the answer; and in another moment a cart made its way through the trees, driven by Kisa, who used her tail as a whip to urge the horse to go faster.","“我来了！”有人回应道。一会儿，基萨驾着一辆马车从树林中驶来，它把尾巴当作鞭子，鞭挞着马，好让它跑得更快些。"
"Directly Kisa saw Ingibjorg lying there, she jumped quickly down, and lifting the girl carefully in her two front paws, laid her upon some soft hay, and drove back to her own little hut.","基萨一眼就看见英吉布乔格躺在那里，它迅速跳下马车，两只前爪小心翼翼地将公主抱起，将她安置在松软的干草上，随后驱车驶回了自己的小屋。"
"In the corner of the room was a pile of cushions, and these Kisa arranged as a bed.","房子的角落有一堆垫子，基萨把它们布置成了一张床。"
"Ingibjorg, who by this time was nearly fainting from all she had gone through, drank greedily some milk, and then sank back on the cushions while Kisa fetched some dried herbs from a cupboard, soaked them in warm water and tied them on the bleeding legs.","经历了这么多，此时的英吉布乔格几乎已经昏厥。她贪婪地喝了些牛奶，随即躺在了垫子上。基萨从橱柜里拿来一些干草药，在温水里泡一泡，系在了流血不止的双腿上。"
"The pain vanished at once, and Ingibjorg looked up and smiled at Kisa.","疼痛即刻消失了，英吉布乔格抬头看了看基萨，冲它微笑。"
"‘You will go to sleep now,’ said the cat, ‘and you will not mind if I leave you for a little while.","“你现在该休息了，”猫说，“你应该不介意我离开一会儿。"
"I will lock the door, and no one can hurt you.’","我会把门锁上，没有人可以伤害你。”"
"But before she had finished the princess was asleep.","它话还没说完，公主就睡着了。"
"Then Kisa got into the cart, which was standing at the door, and catching up the reins, drove straight to the giant’s cave.","马车就停在门口，基萨跳上了马车，拾起缰绳，径直朝着巨人的洞穴驶去。"
"Leaving her cart behind some trees, Kisa crept gently up to the open door, and, crouching down, listened to what the giant was telling his wife, who was at supper with him.","基萨把马车藏在一些树的后面，蹑手蹑脚地潜行至门口，门敞开着。它蹲伏着，听着巨人正和他的妻子说些什么。他们正在吃晚饭。"
"‘The first day that I can spare I shall just go back and kill her,’ he said; ‘it would never do for people in the forest to know that a mere girl can defy me!’","“一等我有时间我就返回去把她杀了，”巨人说，“绝不能让森林里的人知道一个小女孩竟敢违抗我！”"
"And he and his wife were so busy calling Ingibjorg all sorts of names for her bad behaviour, that they never noticed Kisa stealing into a dark corner, and upsetting a whole bag of salt into the great pot before the fire.","巨人和他的妻子不停地用各种污言秽语谩骂英吉布乔格的不端行为，丝毫没有注意到基萨溜进了一个黑暗的角落，并将满满一袋盐都倒进了炉火前的那口大锅里。"
"‘Dear me, how thirsty I am!’ cried the giant by-and-by.","“哎呀，渴死我了！”不一会儿，巨人大喊了一声。"
"‘So am I,’ answered the wife.","“我也是，”妻子呼应道，"
"‘I do wish I had not taken that last spoonful of broth; I am sure something was wrong with it.’","“我要是没喝那最后一勺肉汤就好了，我敢肯定它有问题。”"
"‘If I don’t get some water I shall die,’ went on the giant.","“要是不喝点儿水，我会死的。”巨人继续说道。"
"And rushing out of the cave, followed by his wife, he ran down the path which led to the river.","他冲出洞穴，沿着小道，朝着路前方的河流跑去，他的妻子跟在后面。"
"Then Kisa entered the hut, and lost no time in searching every hole till she came upon some grass, under which Ingibjorg’s feet were hidden, and putting them in her cart, drove back again to her own hut.","接着基萨就溜进屋里，争分夺秒地搜寻着每个孔穴，直到它走到一些杂草里，发现藏着那的英吉布乔格的脚。它把那双脚放进马车，再一次驶回了自己的小屋。"
"Ingibjorg was thankful to see her, for she had lain, too frightened to sleep, trembling at every noise.","英吉布乔格一直躺着，担惊受怕，不敢入睡，任何一丝声音都会使她颤抖。见到基萨她很欣慰。"
"‘Oh, is it you?’ she cried joyfully, as Kisa turned the key.","当基萨扭动钥匙的时候，她欣喜地喊道：“哦，是你吗？”"
"And the cat came in, holding up the two neat little feet in their silver slippers.","猫进来了，握着两只由银质拖鞋包裹着的干净的小脚。"
"‘In two minutes they shall be as tight as they ever were!’ said Kisa.","“只消两分钟，双腿就会像之前一样结实！”基萨说。"
"And taking some strings of the magic grass which the giant had carelessly heaped on them, she bound the feet on to the legs above.","它带来了了几根巨人随意堆在公主脚上的魔草，将双脚缠在双腿上。"
"‘Of course you won’t be able to walk for some time; you must not expect THAT,’ she continued.","“当然，一段时间内你还不能走路，你可别指望能那样，”它继续说道，"
"‘But if you are very good, perhaps, in about a week, I may carry you home again.’","“话说回来，倘若你恢复得不错，也许一个星期内，我就又可以带你回家了。”"
"And so she did; and when the cat drove the cart up to the palace gate, lashing the horse furiously with her tail, and the king and queen saw their lost daughter sitting beside her, they declared that no reward could be too great for the person who had brought her out of the giant’s hands.","她确实恢复得不错。猫驾着马车，猛烈地用尾巴抽打着马，车子直抵王宫大门。国王和王后见到已经失踪的女儿安坐在猫身旁，他们宣布，把公主从巨人的手中营救出来的人，获得任何奖赏都不为过。"
"‘We will talk about that by-and-by,’ said the cat, as she made her best bow, and turned her horse’s head.","“关于奖赏我们以后再谈论吧。”那只猫说道，它深深地鞠了一躬，调转了马头。"
"The princess was very unhappy when Kisa left her without even bidding her farewell.","基萨离开了公主，甚至没有向她道一声别，公主很不开心。"
"She would neither eat nor drink, nor take any notice of all the beautiful dresses her parents bought for her.","她不吃不喝，也丝毫不理睬父母给她买的美丽的衣裳。"
"‘She will die, unless we can make her laugh,’ one whispered to the other.","“除非我们能让她笑，否则她会死的，”人们窃窃私语。"
"‘Is there anything in the world that we have left untried?’","“这世上还有什么办法我们没试过吗？”"
"‘Nothing except marriage,’ answered the king.","“除了结婚了。”国王回答道。"
"And he invited all the handsomest young men he could think of to the palace, and bade the princess choose a husband from among them.","他将能想到的所有年轻英俊的男子都邀请到王宫里来，恳求公主从中挑选一个做丈夫。"
"It took her some time to decide which she admired the most, but at last she fixed upon a young prince, whose eyes were like the pools in the forest, and his hair of bright gold.","她花了一些时间来决定谁是她最爱慕的人，但最后，她选定了一位年轻的王子。王子的眼睛像森林里的一弯池水，头发像闪耀的黄金。"
"The king and the queen were greatly pleased, as the young man was the son of a neighbouring king, and they gave orders that a splendid feast should be got ready.","国王和王后非常满意，因为这个年轻人是一位邻国国王的儿子。他们下令预先备好豪华的宴会。"
"When the marriage was over, Kisa suddenly stood before them, and Ingibjorg rushed forward and clasped her in her arms.","婚礼结束后，基萨突然出现在他们眼前。英吉布乔格冲上前去，双臂紧紧搂住它。"
"‘I have come to claim my reward,’ said the cat.","“我来领取我的奖赏，”猫说。"
"‘Let me sleep for this night at the foot of your bed.’","“让我今晚睡在你的床尾吧。”"
"‘Is that ALL?’ asked Ingibjorg, much disappointed.","“只有这个请求吗？”英吉布乔格十分失望地问。"
"‘It is enough,’ answered the cat.","“这就够了。”猫回答说。"
"And when the morning dawned, it was no cat that lay upon the bed, but a beautiful princess.","当晨曦微露，躺在床上的不是猫，而是一位美丽的公主。"
"‘My mother and I were both enchanted by a spiteful fairy,’ said she, ‘we could not free ourselves till we had done some kindly deed that had never been wrought before.","“我和母亲都被一个恶毒的精灵施了魔法，”她说，“我们只有做了某种旷古绝今的善事，才能逃脱魔咒。"
"My mother died without ever finding a chance of doing anything new, but I took advantage of the evil act of the giant to make you as whole as ever.’","我的母亲至死都没有机会找到不一样的事可做，而我利用巨人的恶行，让你变得和以前一样完整。”"
"Then they were all more delighted than before, and the princess lived in the court until she, too, married, and went away to govern one of her own.","之后，他们都过着最快乐的时光，公主一直住在王宫，直到她自己也结婚才离开，去管理一个属于自己的王国。"

