"en","zh"
"“Say,” said the man from Topaz City, “that reminds me—there were sixteen stage robbers shot last year within twenty miles of—”","“嘿，”来自托珀兹的人说，“那使我想起，去年我们那里方圆20英里内有16个抢劫驿站的强盗被枪杀——”"
"“I was speaking of hotels,” said the New Yorker.","“我说的是饭店，”纽约人说，"
"“We lead Europe in that respect.","“我们在这方面比欧洲先进。"
"And as far as our leisure class is concerned we are far—”","对我们有闲阶级而言，我们远比——”"
"“Oh, I don’t know,” interrupted the man from Topaz City.","“哦，那我就不知道了。”来自托珀兹城的人打断了他的话，"
"“There were twelve tramps in our jail when I left home.","“我出来的时候，我们那里的监狱关着12个流浪汉。"
"I guess New York isn’t so—”","我猜纽约不至于——”"
"“Beg pardon, you seem to misapprehend the idea.","“请原谅，你可能误解了我的意思。"
"Of course, you visited the Stock Exchange and Wall Street, where the—”","当然，你参观了证券交易所和华尔街，那是——”"
"“Oh, yes,” said the man from Topaz City, as he lighted a Pennsylvania stogie, “and I want to tell you that we’ve got the finest town marshal west of the Rockies.","“哦，是的，”来自托珀兹城的人点燃了一支宾夕法尼亚雪茄，说道，“我想告诉你的是，我们小镇的警长是落基山脉以西最棒的。"
"Bill Rainer he took in five pickpockets out of the crowd when Red Nose Thompson laid the cornerstone of his new saloon.","‘红鼻子’汤普森为他的新酒馆举行奠基典礼时，比尔·雷纳警长从人群中抓到了五个小偷。"
"Topaz City don’t allow—”","托珀兹城绝不允许——”"
"“Have another Rhine wine and seltzer,” suggested the New Yorker.","“再来一杯白葡萄酒和矿泉水吧，”纽约人建议说，"
"“I’ve never been West, as I said; but there can’t be any place out there to compare with New York.","“我说过，我没有去过西部，但那里不会有什么能同纽约媲美的地方。"
"As to the claims of Chicago I—”","至于芝加哥，我——”"
"“One man,” said the Topazite—“one man only has been murdered and robbed in Topaz City in the last three—”","“只有一个人，”托珀兹城的人说，“最近三年中，托珀兹城只有一个人因遭抢劫而丧命——”"
"“Oh, I know what Chicago is,” interposed the New Yorker.","“哦，我知道芝加哥是怎么样的，”纽约人插嘴说,"
"“Have you been up Fifth Avenue to see the magnificent residences of our mil—”","“你有没有去第五大道看看百万富翁的豪宅——”"
"“Seen ’em all.","“都看过了。"
"You ought to know Reub Stegall, the assessor of Topaz.","你应该认识一下托珀兹城的估税员鲁勃·史提格尔。"
"When old man Tilbury, that owns the only two-story house in town, tried to swear his taxes from $6,000 down to $450.75, Reub buckled on his forty-five and went down to see—”","当时蒂尔伯里老头盖了城里唯一一栋二层楼房，他报税时想从600美元压缩到450美元75五美分，鲁勃带了他的四五口径手枪去看个究竟——”"
"“Yes, yes, but speaking of our great city—one of its greatest features is our superb police department.","“是的，是的，但是谈到我们这座伟大的城市——最大的特点之一就是我们一流的警察局。"
"There is no body of men in the world that can equal it for—”","世界上没有哪支队伍能和它相比——”"
"“That waiter gets around like a Langley flying machine,” remarked the man from Topaz City, thirstily.","“那个侍者跑来跑去，像是兰利发明的飞行器一样打转，”来自托珀兹城的人急切地说，","译者注：兰利（Langley，1834—1906），美国天文学家、物理学家和航空学先驱者。"
"“We’ve got men in our town, too, worth $400,000.","“我们那里也有身价40万美元的人。"
"There’s old Bill Withers and Colonel Metcalf and—”","比方说老比尔·威瑟斯、梅特卡夫上校，还有——”"
"“Have you seen Broadway at night?” asked the New Yorker, courteously.","“你有没有在晚上去过百老汇？”纽约人亲切地问道，"
"“There are few streets in the world that can compare with it.","“世界上没有几条马路能比得上它。"
"When the electrics are shining and the pavements are alive with two hurrying streams of elegantly clothed men and beautiful women attired in the costliest costumes that wind in and out in a close maze of expensively—”","华灯初上的时候，路上行人川流不息。男人们穿着文雅，女人们美丽动人，衣着华贵，进进出出于迷宫一样的、昂贵的——”"
"“Never knew but one case in Topaz City,” said the man from the West.","“托珀兹城只发生过一件抢劫案，”来自西部的人说，"
"“Jim Bailey, our mayor, had his watch and chain and $235 in cash taken from his pocket while—”","“我们的市长吉姆·贝利交出了他口袋里的表、表链，还有235美元——”"
"“That’s another matter,” said the New Yorker.","“那是另一码事，”纽约人说,"
"“While you are in our city you should avail yourself of every opportunity to see its wonders.","“你来到我们纽约，就应该利用所有机会多看看这里的奇观。"
"Our rapid transit system—”","我们快捷的交通系统——”"
"“If you was out in Topaz,” broke in the man from there, “I could show you a whole cemetery full of people that got killed accidentally.","“如果你去托珀兹城，”从那里来的人插嘴道，“我可以带你去看一个公墓，埋的全是死于非命的人。"
"Talking about mangling folks up! why, when Berry Rogers turned loose that old double-barrelled shot-gun of his loaded with slugs at anybody—”","谈到生灵涂炭，哼，当贝利·罗杰斯朝着人群扣动了那只装满子弹的老双管散弹枪的扳机——”"
"“Here, waiter!” called the New Yorker.","“喂，服务员！”纽约人招呼道,"
"“Two more of the same.","“再来两杯同样的酒。"
"It is acknowledged by every one that our city is the centre of art, and literature, and learning.","谁都承认，我们的城市是文学艺术和学术中心。"
"Take, for instance, our after-dinner speakers.","就拿我们的餐后演说家为例。"
"Where else in the country would you find such wit and eloquence as emanate from Depew and Ford, and—”","国内什么地方还能找到像迪普和福特那样机智雄辩的人？”"
"“If you take the papers,” interrupted the Westerner, “you must have read of Pete Webster’s daughter.","“如果你看报纸，”西部人打断了他的话，“一定会看到有关皮特·韦伯斯特的女儿的报道。"
"The Websters live two blocks north of the court-house in Topaz City.","韦伯斯特家住在托珀兹市政厅以北两个街口的地方。"
"Miss Tillie Webster, she slept forty days and nights without waking up.","蒂莉·韦伯斯特小姐昏睡了40个日夜，没有醒过。"
"The doctors said that—”","医生们说——”"
"“Pass the matches, please,” said the New Yorker.","“请把火柴递给我，”纽约人说，"
"“Have you observed the expedition with which new buildings are being run up in New York?","“你有没有注意到纽约新建房屋的速度之快？"
"Improved inventions in steel framework and—”","钢结构的发明和改进——”"
"“I noticed,” said the Nevadian, “that the statistics of Topaz City showed only one carpenter crushed by falling timbers last year and he was caught in a cyclone.”","“我注意到，”内华达人说，“托珀兹城统计显示，去年只有一个伐木工人被倒下来的原木压死，而且他是被龙卷风卷了进去。”"
"“They abuse our sky line,” continued the New Yorker, “and it is likely that we are not yet artistic in the construction of our buildings.","“它们破坏了我们的天际线，”纽约人继续自己的话题，“我们建筑物的艺术性可能还不够高。"
"But I can safely assert that we lead in pictorial and decorative art.","但是我可以有把握地说，我们的绘画和装饰艺术是首屈一指的。"
"In some of our houses can be found masterpieces in the way of paintings and sculpture.","有些人家里拥有绘画和雕刻的精品。"
"One who has the entree to our best galleries will find—”","如果参观我们最好的画廊，你会发现——”"
"“Back up,” exclaimed the man from Topaz City.","“前不久，”来自托珀兹的人说道，"
"“There was a game last month in our town in which $90,000 changed hands on a pair of—”","“就在上个月，我们那里有一场比赛，一出手就有9000美元一对——”"
"“Ta-romt-tara!” went the orchestra.","乐队吹奏完了最后几个音符。"
"The stage curtain, blushing pink at the name “Asbestos” inscribed upon it, came down with a slow midsummer movement.","写着“石棉”大字的粉红色幕布带着仲夏的慵懒徐徐落下。"
"The audience trickled leisurely down the elevator and stairs.","观众们有的乘着电梯，有的从楼梯，悠闲地退场下楼。"
"On the sidewalk below, the New Yorker and the man from Topaz City shook hands with alcoholic gravity.","到了楼下的人行道上，纽约人和来自托珀兹城的人带着醉意郑重地握了握手。"
"The elevated crashed raucously, surface cars hummed and clanged, cabmen swore, newsboys shrieked, wheels clattered ear-piercingly.","高架铁路的隆隆声、地面上车辆的轰鸣声、出租车司机的咒骂声、报童的叫喊声和车轮驶过的巨大声响，震得人耳朵生疼。"
"The New Yorker conceived a happy thought, with which he aspired to clinch the pre-eminence of his city.","纽约人高兴地想到一点，他的城市有一点可以压倒所有别的城市。"
"“You must admit,” said he, “that in the way of noise New York is far ahead of any other—”","“你必须承认，”他说，“在噪声方面，纽约远远超过任何别的城市——”"
"“Back to the everglades!” said the man from Topaz City.","“在我们的沼泽地！”托珀兹的人说，"
"“In 1900, when Sousa’s band and the repeating candidate were in our town you couldn’t—”","“早在1900年，当苏泽的乐队替竞选拉票宣传在我们那里演出时，你根本不能——”"
"The rattle of an express wagon drowned the rest of the words.","快递公司车辆的轰鸣淹没了其余的话。"

